stem,n_residues,best_target_rep,best_target_split,best_alntmscore,best_qtmscore,best_train_target_rep,best_train_alntmscore,best_train_qtmscore,best_train_fident,tm_field,n_hits_tm_ge_fold,n_train_hits_tm_ge_fold,verdict,fold_tm,redundant_tm,foldseek_version,db_snapshot_tag
a1d42bed623b50c4b7ebfa187254633d,88,A0A180GBK6,train,0.5384,0.529,A0A180GBK6,0.5384,0.529,0.008,qtmscore,3,3,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d42c7b228ade1b98e920a459fbdcfb,88,A0A7Y7NCW6,train,0.7922,0.7844,A0A7Y7NCW6,0.7922,0.7844,0.044,qtmscore,84,83,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d42d2e90c2b48de4a25037429661cf,87,A0A6B3QUX4,train,0.6613,0.5239,A0A6B3QUX4,0.6613,0.5239,0.118,qtmscore,11,11,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d42d4c2467e4ac71c2dc3caaad0a1b,87,A0A1X6MMT1,train,0.6277,0.6004,A0A1X6MMT1,0.6277,0.6004,0.047,qtmscore,10,10,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d42ebb29e8891d79e9b131f73780ba,87,A7S8H3,train,0.9255,0.9055,A7S8H3,0.9255,0.9055,0.034,qtmscore,87,84,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d4301272b97313407859f1284e0ef7,88,A0A6F8PL74,test,0.695,0.6641,A0A3A4JEZ3,0.6641,0.6411,0.033,qtmscore,71,69,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d4315ce79108dabf1e263277e39ff4,87,A0A835CQ71,train,0.7714,0.62,A0A835CQ71,0.7714,0.62,0.023,qtmscore,28,27,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d43230226c427d2d4244234e3bdbbf,87,A0A0F8X8V7,train,0.8927,0.8831,A0A0F8X8V7,0.8927,0.8831,0.212,qtmscore,294,290,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d43308c7484ebc42e31fbd8a09020f,88,A0A7Y7DBP7,train,0.8825,0.8354,A0A7Y7DBP7,0.8825,0.8354,0.356,qtmscore,70,70,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d433b585fbc417f56e4cf2b9bf282d,87,A0A1S4CVJ5,train,0.8055,0.7977,A0A1S4CVJ5,0.8055,0.7977,0.054,qtmscore,156,156,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d434b39a0bb37bed52fb65b8edf470,87,A0A6L9KGL9,train,0.6406,0.6344,A0A6L9KGL9,0.6406,0.6344,0.014,qtmscore,19,19,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d43505dcafa7fbc0da6a9d79bb2f73,88,A0A316RN99,train,0.7259,0.6508,A0A316RN99,0.7259,0.6508,0.2,qtmscore,15,15,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d435f740afacbfd03075b914938442,88,A0A3D2LQT3,train,0.676,0.6331,A0A3D2LQT3,0.676,0.6331,0.052,qtmscore,164,162,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d4384dbb402152a2183a2f1f37e316,87,A0A4D7JMR0,train,0.601,0.5909,A0A4D7JMR0,0.601,0.5909,0.04,qtmscore,27,26,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d439c0f5929a690b476b66716878a7,87,A0A5C8PLA3,train,0.6785,0.6735,A0A5C8PLA3,0.6785,0.6735,0.051,qtmscore,156,155,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d43aa7a4d41ba2abb1c1c28e8c5d50,87,A0A7J4I6N8,train,0.8611,0.8523,A0A7J4I6N8,0.8611,0.8523,0.023,qtmscore,239,234,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d43ac8301735cd7351df24daf21e35,87,A0A023X6W5,train,0.7575,0.6261,A0A023X6W5,0.7575,0.6261,0.066,qtmscore,120,115,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d43ac891c1be9d468c8dd751852586,88,A0A0S2W0K0,train,0.5737,0.5706,A0A0S2W0K0,0.5737,0.5706,0.033,qtmscore,9,8,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d43ae30d286fece33006d1aa061284,88,A0A1I7UP58,train,0.6622,0.6558,A0A1I7UP58,0.6622,0.6558,0.003,qtmscore,111,108,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d43b3f33d60754241b195983463742,87,A0A839HR92,train,0.7446,0.7374,A0A839HR92,0.7446,0.7374,0.047,qtmscore,217,213,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d44018cdb870592934a3d3d69cb078,88,F0YAF0,train,0.7875,0.7797,F0YAF0,0.7875,0.7797,0.022,qtmscore,211,205,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d44352b815ded9679d78b02fb616c4,88,A0A5R9N6Z0,train,0.8113,0.8032,A0A5R9N6Z0,0.8113,0.8032,0.086,qtmscore,300,291,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d443731c3d08ad92add0f93f397653,87,A0A3L7JRD0,test,0.8884,0.8791,A0A523RKW5,0.867,0.8582,0.06,qtmscore,286,275,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d44418a9ddd1883e18cabf440cd646,87,A0A6L8RW85,train,0.8731,0.6102,A0A6L8RW85,0.8731,0.6102,0.421,qtmscore,29,29,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d4449bb8e98b4e770a05c89a4e3d7d,87,A0A4Y6UGI5,train,0.7621,0.7548,A0A4Y6UGI5,0.7621,0.7548,0.011,qtmscore,197,192,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d44565650e419faefdfc92dad82975,88,A0A6B3YMJ3,train,0.7832,0.6959,A0A6B3YMJ3,0.7832,0.6959,0.109,qtmscore,299,291,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d4473eadfe99e0fc1deb53d22b24c7,87,A0A109BC85,train,0.7127,0.679,A0A109BC85,0.7127,0.679,0.084,qtmscore,140,137,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d447d9905c5856da2f718485bf46c9,88,A0A261XZ18,train,0.621,0.6159,A0A261XZ18,0.621,0.6159,0.045,qtmscore,77,74,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d4482f6ef6f51f5b77b62607354969,87,A0A1H8ZRT5,train,0.772,0.727,A0A1H8ZRT5,0.772,0.727,0.053,qtmscore,160,157,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d44999a3f09ba861c54f3af2bb6552,88,A0A833UK55,train,0.7741,0.5993,A0A833UK55,0.7741,0.5993,0.128,qtmscore,116,114,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d44a6343dba37a5f2a5e7d1acd2196,87,A0A4Z0EJJ3,train,0.9234,0.9136,A0A4Z0EJJ3,0.9234,0.9136,0.285,qtmscore,300,295,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d44ba4abc72a78fede3c12e9931746,87,A0A2G9HH84,train,0.8814,0.8542,A0A2G9HH84,0.8814,0.8542,0.103,qtmscore,112,109,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d44c91c28ed5409844f35fa90d3d0e,88,A0A448TW23,train,0.631,0.5724,A0A448TW23,0.631,0.5724,0.047,qtmscore,5,5,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d44d7337db42b64b86756ea1486af8,87,A0A7E4S077,train,0.8983,0.8885,A0A7E4S077,0.8983,0.8885,0.316,qtmscore,288,281,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d44d8705047b6c6da1ee276b54060e,87,A0A1C6QLI7,train,0.5686,0.5432,A0A1C6QLI7,0.5686,0.5432,0.058,qtmscore,3,3,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d44e169ebdfa66e503f4b5279bc6b5,88,A0A0S9S3C9,train,0.7369,0.7296,A0A0S9S3C9,0.7369,0.7296,0.02,qtmscore,294,290,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d44ea99d2931a3725be2df7146caa6,88,A0A381F9Z1,train,0.642,0.6089,A0A381F9Z1,0.642,0.6089,0.015,qtmscore,54,52,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d451e3773ea32ab542dd6ffcf0cba3,87,A0A533Z3Z2,train,0.6563,0.6245,A0A533Z3Z2,0.6563,0.6245,0.011,qtmscore,10,10,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45265a94d7dd097d9fcc8b6bdaca4,87,A0A075AR93,train,0.9249,0.9149,A0A075AR93,0.9249,0.9149,0.157,qtmscore,19,18,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45270aefbbf6635423157829474bb,88,A0A388JRJ0,train,0.6238,0.6185,A0A388JRJ0,0.6238,0.6185,0.018,qtmscore,69,67,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45324ce695fb9362cb6fc91fb0c5a,88,D3ZXR2,train,0.8581,0.6782,D3ZXR2,0.8581,0.6782,0.067,qtmscore,52,49,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d453293203860a697cc1a888eac80e,86,A0A7V6HQR9,train,0.6969,0.6904,A0A7V6HQR9,0.6969,0.6904,0.052,qtmscore,33,33,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d4538e5f2cfa483c546dedd2fb5646,87,A0A6P8HXH3,train,0.6604,0.5402,A0A6P8HXH3,0.6604,0.5402,0.06,qtmscore,4,4,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d453a610e80a6bdc3c4309d1dfa369,87,A0A2B9B805,train,0.7286,0.7006,A0A2B9B805,0.7286,0.7006,0.166,qtmscore,48,46,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45497ff5f3af2ecf307530afc76b6,88,L8GJA6,train,0.9257,0.9158,L8GJA6,0.9257,0.9158,0.02,qtmscore,300,297,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d454c696031c1297a980afd676aab7,86,A0A1B9R9R2,train,0.7862,0.7554,A0A1B9R9R2,0.7862,0.7554,0.077,qtmscore,275,269,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45547d604b917e042e6a05e825a19,87,A0A662F9L8,train,0.6868,0.5396,A0A662F9L8,0.6868,0.5396,0.067,qtmscore,10,10,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d4565e308a3ca63fe0c29fffe8e31b,86,A0A7J4PJQ0,train,0.7488,0.7419,A0A7J4PJQ0,0.7488,0.7419,0.059,qtmscore,190,183,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d456667cc41ef728970c85cb850ca6,86,J8L1D1,train,0.8565,0.7494,J8L1D1,0.8565,0.7494,0.06,qtmscore,283,281,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d4568325a05241767fd29ce6a14504,87,A0A3D4QXC2,train,0.8389,0.8308,A0A3D4QXC2,0.8389,0.8308,0.224,qtmscore,234,231,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45784e10450eb5a603bcdbac8e072,86,R1D2B6,train,0.5404,0.5357,R1D2B6,0.5404,0.5357,0.011,qtmscore,4,4,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d457a7901de38811ffba146e56148c,88,A0A5E8HJI3,train,0.8968,0.8873,A0A5E8HJI3,0.8968,0.8873,0.156,qtmscore,126,124,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d457a7b445c51b021878722c6895b1,88,A0A1Y3BI89,train,0.7538,0.6688,A0A1Y3BI89,0.7538,0.6688,0.029,qtmscore,31,31,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d457feea223b837058214a3bf46580,87,,,,,,,,,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d4583e7858439cf282fbdd3d00e639,86,E1F4C7,train,0.6988,0.6807,E1F4C7,0.6988,0.6807,0.08,qtmscore,42,42,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d4586d6b35310dfca2754b2afa18e9,86,A0A4V3SC67,train,0.6758,0.6512,A0A4V3SC67,0.6758,0.6512,0.022,qtmscore,59,59,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d458adbd8399b45893f64f4595945a,88,A0A4R2L1V7,train,0.9349,0.9149,A0A4R2L1V7,0.9349,0.9149,0.386,qtmscore,296,286,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d458fbfb91c105a8ba376eb9df3456,87,A0A374NT57,train,0.6122,0.6064,A0A374NT57,0.6122,0.6064,0.013,qtmscore,17,16,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45939a8ad66b88c2b0348365e63bb,88,A0A6G3YZH7,train,0.9263,0.9064,A0A6G3YZH7,0.9263,0.9064,0.191,qtmscore,300,296,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45a6f0892da3d9d9f556c3c909416,86,A0A354WHP0,train,0.7027,0.6959,A0A354WHP0,0.7027,0.6959,0.019,qtmscore,217,210,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45ae50a34354287c51a7e43390374,86,E1F4C7,train,0.795,0.7251,E1F4C7,0.795,0.7251,0.069,qtmscore,50,49,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45bec85c2877f91116429af193734,87,A0A168I5R7,train,0.5007,0.4966,A0A168I5R7,0.5007,0.4966,0.005,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45beca8c577d6261c70358ec48f26,87,A0A366HAZ0,train,0.5975,0.5594,A0A366HAZ0,0.5975,0.5594,0.074,qtmscore,11,10,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45c0536011b6bdbc3784ec44d3b9f,87,J5JFQ2,train,0.6205,0.5779,J5JFQ2,0.6205,0.5779,0.014,qtmscore,17,14,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45c70fd78ba8e5b16f27ddfaf71c9,88,A0A316UG68,train,0.8421,0.8336,A0A316UG68,0.8421,0.8336,0.08,qtmscore,299,295,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45ce6232761b7b53bac6570d2ffab,86,A0A838IFR9,train,0.9484,0.8109,A0A838IFR9,0.9484,0.8109,0.675,qtmscore,26,25,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45d1e5fa1660e5233fa0ad84c8a9a,87,A0A6L8HW75,train,0.7087,0.6892,A0A6L8HW75,0.7087,0.6892,0.142,qtmscore,157,154,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45d74fa0224b19f41917d1cdf5e3c,87,A0A6B2AM47,train,0.8465,0.8382,A0A6B2AM47,0.8465,0.8382,0.043,qtmscore,60,56,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45df73d14998be56471dd3ad11a6c,86,A0A4Y9F0Z6,train,0.7595,0.738,A0A4Y9F0Z6,0.7595,0.738,0.066,qtmscore,26,24,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45e3aa8539dd3b5af7ed88ddcfdeb,87,A0A251V6A0,train,0.5976,0.5917,A0A251V6A0,0.5976,0.5917,0.025,qtmscore,99,96,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45e555e8208af2e19a7711c563d24,86,A0A2V9RQF8,train,0.7605,0.7532,A0A2V9RQF8,0.7605,0.7532,0.035,qtmscore,156,152,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45eb84309c23b9c8ce95eab9d5349,86,A0A2W1NG65,train,0.6754,0.6692,A0A2W1NG65,0.6754,0.6692,0.013,qtmscore,82,78,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45f01c2dc4247f26d8eed324fe7d2,86,A0A7S0QYA8,train,0.8566,0.7148,A0A7S0QYA8,0.8566,0.7148,0.023,qtmscore,67,65,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45f2a6796174e45892bfd9502759b,88,A0A423T9S3,train,0.7022,0.6372,A0A423T9S3,0.7022,0.6372,0.044,qtmscore,29,27,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d45f34ba77411dab93a3918b10d6d4,88,A0A6I5NEE5,train,0.7418,0.6828,A0A6I5NEE5,0.7418,0.6828,0.065,qtmscore,44,43,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d460542b5965c648395d74a3f5db76,87,A0A845VFQ7,train,0.6411,0.629,A0A845VFQ7,0.6411,0.629,0.0,qtmscore,74,72,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d46111b7b1a8e846c98069fa524054,86,A0A7R9TG94,train,0.841,0.7549,A0A7R9TG94,0.841,0.7549,0.137,qtmscore,97,95,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d46160c6d0f39281d95c917f21a33e,87,A0A1Z9T5Z3,val,0.7871,0.78,A0A812DR23,0.7759,0.7689,0.094,qtmscore,44,41,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d461bc83857c5a174a5ef111f3c4b2,87,A0A1B0D7P7,train,0.6712,0.6585,A0A1B0D7P7,0.6712,0.6585,0.029,qtmscore,60,60,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d461fe44964f9043ca4486d57f049e,88,A0A5B0D5D1,train,0.8108,0.7941,A0A5B0D5D1,0.8108,0.7941,0.076,qtmscore,293,289,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d462308c51fe312587810aa68682fc,86,A8V4R2,train,0.6623,0.6566,A8V4R2,0.6623,0.6566,0.027,qtmscore,82,82,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d4626821b213b62f7caa4bc7bc149c,86,A0A1E3WEG8,train,0.5798,0.5744,A0A1E3WEG8,0.5798,0.5744,0.028,qtmscore,23,23,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d46272b346105ed8bf6df60f970562,87,A0A6I6IXM0,train,0.7239,0.717,A0A6I6IXM0,0.7239,0.717,0.017,qtmscore,255,248,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d465365cfe752d7073d2c0d48e8f11,88,E1F4C7,train,0.7245,0.6004,E1F4C7,0.7245,0.6004,0.039,qtmscore,7,7,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d466a9cc82ce6ed4824cd5abdd0ecc,88,A0A226ECH7,train,0.6959,0.6892,A0A226ECH7,0.6959,0.6892,0.019,qtmscore,135,132,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d46797a6fdda11372d2c3885e0664e,87,A0A7U5G051,train,0.6972,0.6562,A0A7U5G051,0.6972,0.6562,0.081,qtmscore,208,203,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d46947fedbe1cc2d140142458ee68e,87,A0A1G9JS26,train,0.7633,0.7351,A0A1G9JS26,0.7633,0.7351,0.056,qtmscore,212,206,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d469f82908fa7f6cb9ff2986bb6680,88,A0A098LFU8,train,0.7237,0.7168,A0A098LFU8,0.7237,0.7168,0.022,qtmscore,267,263,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d46b334c8b466148fc86a4dfc9b48c,88,A0A7W7GVT4,train,0.7142,0.5736,A0A7W7GVT4,0.7142,0.5736,0.011,qtmscore,12,12,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d46c4288d309b97dbae0f7b01fc832,86,A0A7C7KZS7,train,0.7032,0.6838,A0A7C7KZS7,0.7032,0.6838,0.104,qtmscore,91,90,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d46cb12a7fd26d53e17e50cb73349b,87,A0A524DUT0,train,0.6878,0.6516,A0A524DUT0,0.6878,0.6516,0.029,qtmscore,31,31,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d46d6306c100176ffe493712ffc430,88,A0A662DIB6,train,0.7573,0.7259,A0A662DIB6,0.7573,0.7259,0.071,qtmscore,71,69,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d46d6536cecd6c61aad9a11dfed239,86,A0A2E9R0V1,train,0.9067,0.897,A0A2E9R0V1,0.9067,0.897,0.104,qtmscore,60,59,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d46da707f44ab39766cd34a24c3be9,88,A0A1H3G2C8,train,0.6234,0.6182,A0A1H3G2C8,0.6234,0.6182,0.019,qtmscore,17,16,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d46ec8c219071023e9a843f26110fd,87,A0A7X8Z559,train,0.8815,0.8724,A0A7X8Z559,0.8815,0.8724,0.031,qtmscore,279,272,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d46f04406f66f22f5d0d5a13de9359,86,A0A1J4KGG2,train,0.5626,0.5581,A0A1J4KGG2,0.5626,0.5581,0.019,qtmscore,7,7,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d46f195ca3a8c76c3245f5fb191ea8,86,A0A2G6GQG5,train,0.686,0.5635,A0A2G6GQG5,0.686,0.5635,0.017,qtmscore,17,17,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d46f5370f8f5d3bb818bcc606a8f20,86,A3SIF6,train,0.5603,0.5512,A3SIF6,0.5603,0.5512,0.035,qtmscore,17,16,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d46fa5f12c5e4f7c1e5387cec89fbc,86,A0A369JRZ3,train,0.7819,0.7285,A0A369JRZ3,0.7819,0.7285,0.011,qtmscore,88,84,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d47022b7b303bc9983222c1a57685a,87,A0A497MK92,train,0.8739,0.8278,A0A497MK92,0.8739,0.8278,0.057,qtmscore,140,138,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
a1d472cadbac67ce44cc408234aba18c,86,Q86JM2,train,0.696,0.6897,Q86JM2,0.696,0.6897,0.018,qtmscore,35,35,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
